,0,1,2
129,2_173,0.0,"[[1262.0, 290.0, 1345.0, 530.0]]"
130,2_174,0.0,"[[1262.0, 290.0, 1345.0, 530.0]]"
131,2_175,0.0,"[[1262.0, 290.0, 1345.0, 530.0]]"
132,2_176,0.0,"[[1262.0, 290.0, 1345.0, 530.0]]"
133,2_177,0.0,"[[1262.0, 290.0, 1345.0, 530.0]]"
134,2_178,0.0,"[[1265.0, 301.0, 1373.0, 530.0]]"
135,2_179,0.0,"[[1265.0, 301.0, 1373.0, 530.0]]"
136,2_180,0.0,"[[1265.0, 301.0, 1373.0, 530.0]]"
137,2_181,0.0,"[[1265.0, 301.0, 1374.0, 531.0]]"
138,2_182,0.0,"[[1265.0, 301.0, 1373.0, 531.0]]"
139,2_183,0.0,"[[1265.0, 301.0, 1373.0, 531.0]]"
140,2_184,0.0,"[[1265.0, 301.0, 1373.0, 531.0]]"
141,2_185,0.0,"[[1265.0, 301.0, 1373.0, 531.0]]"
142,2_186,0.0,"[[1265.0, 301.0, 1373.0, 531.0]]"
143,2_187,0.0,"[[1265.0, 301.0, 1373.0, 531.0]]"
144,2_188,0.0,"[[1265.0, 301.0, 1373.0, 531.0]]"
145,2_189,0.0,"[[1267.0, 307.0, 1372.0, 529.0]]"
146,2_190,0.0,"[[1268.0, 307.0, 1372.0, 529.0]]"
147,2_191,0.0,"[[1268.0, 307.0, 1372.0, 529.0]]"
148,2_192,0.0,"[[1268.0, 307.0, 1372.0, 529.0]]"
149,2_193,0.0,"[[1268.0, 307.0, 1372.0, 529.0]]"
150,2_194,0.0,"[[1268.0, 307.0, 1372.0, 529.0]]"
151,2_195,0.0,"[[1268.0, 307.0, 1372.0, 529.0]]"
152,2_196,0.0,"[[1268.0, 307.0, 1372.0, 529.0]]"
153,2_197,0.0,"[[1268.0, 307.0, 1372.0, 529.0]]"
154,2_198,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
155,2_198,0.0,"[[1240.0, 317.0, 1340.0, 528.0]]"
156,2_198,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
157,2_198,0.0,"[[536.0, 717.0, 758.0, 933.0]]"
158,2_199,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
159,2_199,0.0,"[[1240.0, 317.0, 1341.0, 528.0]]"
160,2_199,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
161,2_199,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
162,2_200,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
163,2_200,0.0,"[[1240.0, 317.0, 1340.0, 528.0]]"
164,2_200,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
165,2_200,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
166,2_201,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
167,2_201,0.0,"[[1239.0, 317.0, 1340.0, 528.0]]"
168,2_201,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
169,2_201,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
170,2_202,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
171,2_202,0.0,"[[1239.0, 317.0, 1341.0, 528.0]]"
172,2_202,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
173,2_202,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
174,2_203,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
175,2_203,0.0,"[[1239.0, 317.0, 1340.0, 528.0]]"
176,2_203,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
177,2_203,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
178,2_204,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
179,2_204,0.0,"[[1239.0, 317.0, 1340.0, 527.0]]"
180,2_204,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
181,2_204,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
182,2_205,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
183,2_205,0.0,"[[1239.0, 317.0, 1340.0, 528.0]]"
184,2_205,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
185,2_205,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
186,2_206,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
187,2_206,0.0,"[[1239.0, 317.0, 1340.0, 528.0]]"
188,2_206,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
189,2_206,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
190,2_207,0.0,"[[403.0, 869.0, 438.0, 935.0]]"
191,2_207,0.0,"[[1239.0, 317.0, 1340.0, 528.0]]"
192,2_207,0.0,"[[1324.0, 310.0, 1391.0, 515.0]]"
193,2_207,0.0,"[[536.0, 717.0, 757.0, 933.0]]"
194,2_208,0.0,"[[1261.0, 313.0, 1388.0, 528.0]]"
195,2_208,0.0,"[[1328.0, 312.0, 1391.0, 515.0]]"
196,2_208,0.0,"[[1240.0, 311.0, 1318.0, 533.0]]"
197,2_208,0.0,"[[579.0, 664.0, 781.0, 926.0]]"
198,2_209,0.0,"[[1259.0, 312.0, 1388.0, 528.0]]"
199,2_209,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
200,2_209,0.0,"[[1240.0, 311.0, 1318.0, 533.0]]"
201,2_209,0.0,"[[579.0, 664.0, 781.0, 926.0]]"
202,2_210,0.0,"[[1261.0, 312.0, 1388.0, 528.0]]"
203,2_210,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
204,2_210,0.0,"[[1240.0, 311.0, 1318.0, 533.0]]"
205,2_210,0.0,"[[579.0, 664.0, 781.0, 926.0]]"
206,2_211,0.0,"[[1254.0, 313.0, 1387.0, 528.0]]"
207,2_211,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
208,2_211,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
209,2_211,0.0,"[[579.0, 665.0, 779.0, 926.0]]"
210,2_212,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
211,2_212,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
212,2_212,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
213,2_212,0.0,"[[579.0, 665.0, 779.0, 926.0]]"
214,2_213,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
215,2_213,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
216,2_213,0.0,"[[1240.0, 311.0, 1318.0, 531.0]]"
217,2_213,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
218,2_214,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
219,2_214,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
220,2_214,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
221,2_214,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
222,2_215,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
223,2_215,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
224,2_215,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
225,2_215,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
226,2_216,0.0,"[[1252.0, 313.0, 1387.0, 528.0]]"
227,2_216,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
228,2_216,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
229,2_216,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
230,2_217,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
231,2_217,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
232,2_217,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
233,2_217,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
234,2_218,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
235,2_218,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
236,2_218,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
237,2_218,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
238,2_219,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
239,2_219,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
240,2_219,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
241,2_219,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
242,2_220,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
243,2_220,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
244,2_220,0.0,"[[1240.0, 311.0, 1318.0, 531.0]]"
245,2_220,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
246,2_221,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
247,2_221,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
248,2_221,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
249,2_221,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
250,2_222,0.0,"[[1252.0, 313.0, 1387.0, 528.0]]"
251,2_222,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
252,2_222,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
253,2_222,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
254,2_223,0.0,"[[1253.0, 313.0, 1387.0, 528.0]]"
255,2_223,0.0,"[[1328.0, 311.0, 1391.0, 515.0]]"
256,2_223,0.0,"[[1240.0, 311.0, 1318.0, 532.0]]"
257,2_223,0.0,"[[579.0, 665.0, 778.0, 926.0]]"
258,2_224,0.0,"[[468.0, 742.0, 676.0, 934.0]]"
259,2_224,0.0,"[[1330.0, 314.0, 1400.0, 516.0]]"
260,2_224,0.0,"[[1227.0, 308.0, 1315.0, 517.0]]"
261,2_224,0.0,"[[621.0, 610.0, 792.0, 921.0]]"
262,2_225,0.0,"[[468.0, 742.0, 676.0, 934.0]]"
263,2_225,0.0,"[[1330.0, 314.0, 1400.0, 516.0]]"
264,2_225,0.0,"[[1227.0, 308.0, 1315.0, 517.0]]"
265,2_225,0.0,"[[621.0, 610.0, 792.0, 922.0]]"
266,2_226,0.0,"[[468.0, 742.0, 676.0, 934.0]]"
267,2_226,0.0,"[[1330.0, 314.0, 1400.0, 516.0]]"
268,2_226,0.0,"[[1226.0, 308.0, 1315.0, 518.0]]"
269,2_226,0.0,"[[621.0, 610.0, 792.0, 922.0]]"
270,2_227,0.0,"[[468.0, 742.0, 676.0, 934.0]]"
271,2_227,0.0,"[[1330.0, 314.0, 1400.0, 516.0]]"
272,2_227,0.0,"[[1226.0, 308.0, 1315.0, 518.0]]"
273,2_227,0.0,"[[621.0, 610.0, 792.0, 922.0]]"
274,2_228,0.0,"[[468.0, 742.0, 676.0, 934.0]]"
275,2_228,0.0,"[[1330.0, 314.0, 1400.0, 516.0]]"
276,2_228,0.0,"[[1226.0, 308.0, 1315.0, 517.0]]"
277,2_228,0.0,"[[621.0, 610.0, 792.0, 922.0]]"
278,2_229,0.0,"[[548.0, 710.0, 742.0, 938.0]]"
279,2_229,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
280,2_229,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
281,2_229,0.0,"[[1223.0, 308.0, 1322.0, 514.0]]"
282,2_230,0.0,"[[548.0, 710.0, 742.0, 938.0]]"
283,2_230,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
284,2_230,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
285,2_230,0.0,"[[1223.0, 308.0, 1322.0, 515.0]]"
286,2_231,0.0,"[[548.0, 710.0, 742.0, 938.0]]"
287,2_231,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
288,2_231,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
289,2_231,0.0,"[[1223.0, 308.0, 1322.0, 515.0]]"
290,2_232,0.0,"[[548.0, 710.0, 741.0, 938.0]]"
291,2_232,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
292,2_232,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
293,2_232,0.0,"[[1223.0, 308.0, 1322.0, 515.0]]"
294,2_233,0.0,"[[548.0, 710.0, 741.0, 938.0]]"
295,2_233,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
296,2_233,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
297,2_233,0.0,"[[1223.0, 308.0, 1322.0, 515.0]]"
298,2_234,0.0,"[[548.0, 710.0, 741.0, 938.0]]"
299,2_234,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
300,2_234,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
301,2_234,0.0,"[[1223.0, 308.0, 1322.0, 515.0]]"
302,2_235,0.0,"[[548.0, 710.0, 741.0, 938.0]]"
303,2_235,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
304,2_235,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
305,2_235,0.0,"[[1223.0, 308.0, 1322.0, 514.0]]"
306,2_236,0.0,"[[548.0, 710.0, 742.0, 938.0]]"
307,2_236,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
308,2_236,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
309,2_236,0.0,"[[1223.0, 308.0, 1322.0, 515.0]]"
310,2_237,0.0,"[[548.0, 710.0, 742.0, 938.0]]"
311,2_237,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
312,2_237,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
313,2_237,0.0,"[[1223.0, 308.0, 1322.0, 515.0]]"
314,2_238,0.0,"[[548.0, 710.0, 742.0, 938.0]]"
315,2_238,0.0,"[[1307.0, 311.0, 1399.0, 506.0]]"
316,2_238,0.0,"[[663.0, 568.0, 848.0, 836.0]]"
317,2_238,0.0,"[[1223.0, 308.0, 1322.0, 515.0]]"
318,2_239,0.0,"[[1301.0, 307.0, 1390.0, 552.0]]"
319,2_239,0.0,"[[1224.0, 302.0, 1309.0, 514.0]]"
320,2_239,0.0,"[[598.0, 653.0, 793.0, 936.0]]"
321,2_239,0.0,"[[722.0, 540.0, 879.0, 825.0]]"
322,2_240,0.0,"[[1301.0, 307.0, 1390.0, 552.0]]"
323,2_240,0.0,"[[1224.0, 302.0, 1309.0, 514.0]]"
324,2_240,0.0,"[[598.0, 653.0, 793.0, 935.0]]"
325,2_240,0.0,"[[722.0, 540.0, 879.0, 826.0]]"
326,2_241,0.0,"[[1300.0, 307.0, 1390.0, 554.0]]"
327,2_241,0.0,"[[1223.0, 303.0, 1309.0, 514.0]]"
328,2_241,0.0,"[[598.0, 653.0, 791.0, 936.0]]"
329,2_241,0.0,"[[722.0, 540.0, 879.0, 826.0]]"
330,2_242,0.0,"[[1300.0, 307.0, 1390.0, 554.0]]"
331,2_242,0.0,"[[1223.0, 303.0, 1309.0, 514.0]]"
332,2_242,0.0,"[[598.0, 653.0, 791.0, 936.0]]"
333,2_242,0.0,"[[722.0, 540.0, 879.0, 826.0]]"
334,2_243,0.0,"[[1300.0, 307.0, 1390.0, 554.0]]"
335,2_243,0.0,"[[1223.0, 303.0, 1309.0, 514.0]]"
336,2_243,0.0,"[[598.0, 653.0, 791.0, 936.0]]"
337,2_243,0.0,"[[722.0, 540.0, 879.0, 826.0]]"
338,2_244,0.0,"[[1300.0, 307.0, 1390.0, 554.0]]"
339,2_244,0.0,"[[1223.0, 303.0, 1309.0, 514.0]]"
340,2_244,0.0,"[[598.0, 653.0, 791.0, 936.0]]"
341,2_244,0.0,"[[722.0, 540.0, 879.0, 826.0]]"
342,2_245,0.0,"[[1301.0, 307.0, 1391.0, 554.0]]"
343,2_245,0.0,"[[1223.0, 303.0, 1309.0, 514.0]]"
344,2_245,0.0,"[[598.0, 653.0, 791.0, 936.0]]"
345,2_245,0.0,"[[722.0, 540.0, 879.0, 825.0]]"
346,2_246,0.0,"[[1301.0, 307.0, 1391.0, 554.0]]"
347,2_246,0.0,"[[1224.0, 303.0, 1309.0, 514.0]]"
348,2_246,0.0,"[[598.0, 653.0, 791.0, 936.0]]"
349,2_246,0.0,"[[722.0, 540.0, 879.0, 825.0]]"
350,2_247,0.0,"[[1301.0, 307.0, 1391.0, 554.0]]"
351,2_247,0.0,"[[1224.0, 303.0, 1309.0, 514.0]]"
352,2_247,0.0,"[[598.0, 653.0, 791.0, 936.0]]"
353,2_247,0.0,"[[722.0, 540.0, 879.0, 825.0]]"
354,2_248,0.0,"[[1301.0, 307.0, 1391.0, 554.0]]"
355,2_248,0.0,"[[1224.0, 303.0, 1309.0, 514.0]]"
356,2_248,0.0,"[[598.0, 653.0, 791.0, 936.0]]"
357,2_248,0.0,"[[722.0, 540.0, 879.0, 825.0]]"
358,2_249,0.0,"[[768.0, 507.0, 928.0, 896.0]]"
359,2_249,0.0,"[[1287.0, 327.0, 1393.0, 562.0]]"
360,2_249,0.0,"[[1225.0, 299.0, 1298.0, 515.0]]"
361,2_249,0.0,"[[637.0, 584.0, 802.0, 905.0]]"
362,2_250,0.0,"[[767.0, 507.0, 928.0, 896.0]]"
363,2_250,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
364,2_250,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
365,2_250,0.0,"[[637.0, 584.0, 802.0, 905.0]]"
366,2_251,0.0,"[[768.0, 507.0, 928.0, 896.0]]"
367,2_251,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
368,2_251,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
369,2_251,0.0,"[[637.0, 584.0, 803.0, 905.0]]"
370,2_252,0.0,"[[768.0, 507.0, 928.0, 896.0]]"
371,2_252,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
372,2_252,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
373,2_252,0.0,"[[637.0, 584.0, 803.0, 905.0]]"
374,2_253,0.0,"[[768.0, 507.0, 928.0, 897.0]]"
375,2_253,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
376,2_253,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
377,2_253,0.0,"[[637.0, 584.0, 803.0, 905.0]]"
378,2_254,0.0,"[[768.0, 507.0, 928.0, 897.0]]"
379,2_254,0.0,"[[1287.0, 327.0, 1394.0, 562.0]]"
380,2_254,0.0,"[[1225.0, 299.0, 1298.0, 514.0]]"
381,2_254,0.0,"[[637.0, 584.0, 803.0, 905.0]]"
382,2_255,0.0,"[[768.0, 507.0, 928.0, 897.0]]"
